in the process of trimming the movie to an expeditious 84 minutes , director roger kumble seems to have dumped a whole lot of plot in favor of . . . outrageous gags . 	neg
some of it is clever , but it is never melodic/	neg
the timing in nearly every scene seems a half beat off . 	neg
buries an interesting storyline about morality and the choices we make underneath such a mountain of clichés and borrowed images that it might more accurately be titled mr . chips off the old block . 	neg
i encourage young and old alike to go see this unique and entertaining twist on the classic whale's tale -- you won't be sorry ! 	pos
none of this is meaningful or memorable , but frosting isn't , either , and you wouldn't turn down a big bowl of that , would you ? 	pos
a romantic comedy that operates by the rules of its own self-contained universe . 	pos
at times , however , dogtown and z-boys lapses into an insider's lingo and mindset that the uninitiated may find hard to follow , or care about . 	neg
like a veteran head cutter , barbershop is tuned in to its community . 	pos
although the sequel has all the outward elements of the original , the first film's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks . 	neg
bluto blutarsky , we miss you . 	neg
a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . 	neg
why come up with something even quasi-original , when you can pillage from shirley jackson , richard matheson . . . and puke up something like rose red ? 	neg
offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented . 	neg
when not wallowing in its characters' frustrations , the movie is busy contriving false , sitcom-worthy solutions to their problems . 	neg
there's no real reason to see it , and no real reason not to . 	neg
'the war of the roses , ' trailer-trash style . entertaining but like shooting fish in a barrel . 	neg
thanks to the château's balance of whimsicality , narrative discipline and serious improvisation , almost every relationship and personality in the film yields surprises . 	pos
cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle . 	neg
for anyone who remembers the '60s or is interested in one man's response to stroke , ram dass : fierce grace is worth seeking out . 	pos
terminally brain dead production . 	neg
one-sided documentary offers simplistic explanations to a very complex situation . . . . stylistically , the movie is a disaster . 	neg
if we're to slap protagonist genevieve leplouff because she's french , do we have that same option to slap her creators because they're clueless and inept ? 	neg
 . . . a plotline that's as lumpy as two-day old porridge . . . the filmmakers' paws , sad to say , were all over this " un-bear-able " project ! 	neg
walsh can't quite negotiate the many inconsistencies in janice's behavior or compensate for them by sheer force of charm . 	neg
a worthwhile documentary , whether you're into rap or not , even if it may still leave you wanting more answers as the credits roll . 	pos
a thoroughly entertaining comedy that uses grant's own twist of acidity to prevent itself from succumbing to its own bathos . 	pos
there's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a . i . with this challenging report so liable to unnerve the majority . 	pos
looks awfully like one long tourist spot for a mississippi that may never have existed outside of a scriptwriter's imagination . 	neg
it's not just the vampires that are damned in queen of the damned -- the viewers will feel they suffer the same fate . 	neg
the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers . 	pos
a well made indieflick in need of some trims and a more chemistry between its stars . 	neg
hey , at least the title of this film lets you know exactly where it's heading . 	neg
the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that's all too rare in hollywood's hastier productions . 	pos
amidst the action , the script carries arnold ( and the viewers ) into the forbidden zone of sympathizing with terrorist motivations by presenting the " other side of the story . " 	neg
shallow , noisy and pretentious . 	neg
 . . . hokey art house pretension . 	neg
lightweight but appealing . 	pos
simplistic fluff-ball of whimsy . 	neg
it's easy to love robin tunney -- she's pretty and she can act -- but it gets harder and harder to understand her choices . 	neg
 . . . the movie is just a plain old monster . 	neg
i approached the usher and said that if she had to sit through it again , she should ask for a raise . 	neg
an impossible romance , but we root for the patronized iranian lad . 	pos
here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit sascha . 	neg
a captivating cross-cultural comedy of manners . 	pos
 . . . plenty of warmth to go around , with music and laughter and the love of family . 	pos
despite the film's shortcomings , the stories are quietly moving . 	pos
his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . 	neg
the film goes from being an unusual sci-fi character study to a chase flick that detracts from its ending . 	neg
if mr . zhang's subject matter is , to some degree at least , quintessentially american , his approach to storytelling might be called iranian . 	pos
i felt sad for lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier , by rohmer , for example . 	neg
my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . 	pos
this isn't a narrative film -- i don't know if it's possible to make a narrative film about september 11th , though i'm sure some will try -- but it's as close as anyone has dared to come . 	pos
a portrait of alienation so perfect , it will certainly succeed in alienating most viewers . 	neg
waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality . 	pos
tries to add some spice to its quirky sentiments but the taste is all too familiar . 	neg
a surprisingly flat retread , hobbled by half-baked setups and sluggish pacing . 	neg
lawrence preaches strictly to the converted . 	neg
the large-frame imax camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers . 	pos
among the year's most intriguing explorations of alientation . 	pos
an honest , sensitive story from a vietnamese point of view . 	pos
a fast paced and suspenseful argentinian thriller about the shadow side of play . 	pos
she's all-powerful , a voice for a pop-cyber culture that feeds on her bjorkness . 	pos
a journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance . 	pos
there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way . 	pos
a giddy and provocative sexual romp that has something to say . 	pos
edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery . 	pos
you might want to take a reality check before you pay the full ticket price to see " simone , " and consider a dvd rental instead . 	pos
offers an unusual opportunity to observe the inequities in the death penalty , not just the inherent immorality but also the haphazard administration of it and public misperception of how the whole thing works . 	pos
completely creatively stillborn and executed in a manner that i'm not sure could be a single iota worse . . . a soulless hunk of exploitative garbage . 	neg
'you'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied . you'll feel like you ate a reeses without the peanut butter . . . '	neg
weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car . 	neg
worth a look as a curiosity . 	pos
 . . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return . 	pos
much as we might be interested in gratuitous sexualization , haneke has a different objective in mind--namely the implications of our craving for fake stimulation . 	pos
like a pack of dynamite sticks , built for controversy . the film is explosive , but a few of those sticks are wet . 	neg
it's a film that hinges on its casting , and glover really doesn't fit the part . 	neg
if there's no art here , it's still a good yarn -- which is nothing to sneeze at these days . 	pos
the innocence of holiday cheer ain't what it used to be . 	neg
chaotic , self-indulgent and remarkably ugly to look at , it's . . . like a series of pretentiously awful student films strung together into one feature-length horror . 	neg
a sometimes tedious film . 	neg
ozpetek's effort has the scope and shape of an especially well-executed television movie . 	pos
the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan's madness . 	pos
it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media . . . to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks . 	pos
you won't like roger , but you will quickly recognize him . and that's a big part of why we go to the movies . 	pos
you might not buy the ideas . but you'll definitely want the t-shirt . 	pos
morvern callar confirms lynne ramsay as an important , original talent in international cinema . 	pos
inherently caustic and oddly whimsical , the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss . 	pos
flamboyant in some movies and artfully restrained in others , 65-year-old jack nicholson could be looking at his 12th oscar nomination by proving that he's now , more than ever , choosing his roles with the precision of the insurance actuary . 	pos
while some will object to the idea of a vietnam picture with such a rah-rah , patriotic tone , soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation . 	pos
a delirious celebration of the female orgasm . 	pos
this isn't a stand up and cheer flick ; it's a sit down and ponder affair . and thanks to kline's superbly nuanced performance , that pondering is highly pleasurable . 	pos
a charming romantic comedy that is by far the lightest dogme film and among the most enjoyable . 	pos
whaley's determination to immerse you in sheer , unrelenting wretchedness is exhausting . 	neg
 . . . instead go rent " shakes the clown " , a much funnier film with a similar theme and an equally great robin williams performance . 	neg
the inevitable double- and triple-crosses arise , but the only drama is in waiting to hear how john malkovich's reedy consigliere will pronounce his next line . 	neg
too silly to take seriously . 	neg
it's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team . 	pos
an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive " missing thing . " 	pos
adam sandler is to gary cooper what a gnat is to a racehorse . 	neg
there is not an ounce of honesty in the entire production . 	neg
suffers from rambling , repetitive dialogue and the visual drabness endemic to digital video . 	neg
 . . . there's enough cool fun here to warm the hearts of animation enthusiasts of all ages . 	pos
a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . 	pos
it's pretty linear and only makeup-deep , but bogdanovich ties it together with efficiency and an affection for the period . 	pos
as home movie gone haywire , it's pretty enjoyable , but as sexual manifesto , i'd rather listen to old tori amos records . 	pos
hoffman's performance is authentic to the core of his being . 	pos
its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director roger avary . 	neg
wonderful fencing scenes and an exciting plot make this an eminently engrossing film . 	pos
in his u . s . debut , mr . schnitzler proves himself a deft pace master and stylist . 	pos
i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes . 	neg
what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . 	pos
an exhausting family drama about a porcelain empire and just as hard a flick as its subject matter . 	neg
nasty , ugly , pointless and depressing , even if you hate clowns . 	neg
director clare kilner's debut is never as daft as it should have been . 	neg
it's fairly self-aware in its dumbness . 	pos
'how many more voyages can this limping but dearly-loved franchise survive ? '	neg
pc stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion . 	neg
had the film boasted a clearer , more memorable , the creepiness would have gotten under the skin . 	neg
a moving picture that does not move . 	neg
meandering , sub-aquatic mess : it's so bad it's good , but only if you slide in on a freebie . 	neg
a sudsy cautionary tale . 	neg
the one not-so-small problem with expecting is that the entire exercise has no real point . 	neg
it's not as awful as some of the recent hollywood trip tripe . . . but it's far from a groundbreaking endeavor . 	neg
based on a david leavitt story , the film shares that writer's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness . 	neg
this is human comedy at its most amusing , interesting and confirming . 	pos
good movie . good actress . but if you expect light romantic comedy , good gosh , will you be shocked . 	pos
it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he's been making for the last several years . 	pos
the most repugnant adaptation of a classic text since roland joffé and demi moore's the scarlet letter . 	neg
hoffman notches in the nuances of pain , but his smart , edgy voice and waddling profile ( emphasized here ) accent the humor of wilson's plight , and that saves his pathos from drippiness . 	pos
a sequence of ridiculous shoot-'em-up scenes . 	neg
tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy . 	pos
the new guy does have a heart . now , if it only had a brain . 	pos
 . . . a hokey piece of nonsense that tries too hard to be emotional . 	neg
we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed . 	pos
a pretty decent kid-pleasing , tolerable-to-adults lark of a movie . 	pos
when cowering and begging at the feet a scruffy giannini , madonna gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game . 	neg
a gripping drama . 	pos
one long string of cliches . 	neg
the pool drowned me in boredom . 	neg
i love the way that it took chances and really asks you to take these great leaps of faith and pays off . 	pos
the movie is hardly a masterpiece , but it does mark ms . bullock's best work in some time . 	pos
charming , if overly complicated . . . 	neg
let's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate . 	neg
though it goes further than both , anyone who has seen the hunger or cat people will find little new here , but a tasty performance from vincent gallo lifts this tale of cannibal lust above the ordinary . 	neg
soul is what's lacking in every character in this movie and , subsequently , the movie itself . 	neg
a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . 	neg
a tired , unimaginative and derivative variation of that already-shallow genre . 	neg
while the film is not entirely successful , it still manages to string together enough charming moments to work . 	pos
serry does a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002 . but hard-to-believe plot twists force the movie off track in its final half hour . 	neg
before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , steven shainberg's adaptation of mary gaitskill's harrowing short story . . . is a brilliantly played , deeply unsettling experience . 	neg
 . . . silly humbuggery . . . 	neg
sensitive , insightful and beautifully rendered film . one of the best of the year . 	pos
it makes compelling , provocative and prescient viewing . 	pos
the film gets close to the chimps the same way goodall did , with a serious minded patience , respect and affection . 	pos
the film delivers what it promises : a look at the " wild ride " that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans . 	pos
they crush each other under cars , throw each other out windows , electrocute and dismember their victims in full consciousness . and we don't avert our eyes for a moment . 	pos
pray has really done his subject justice . 	pos
thanks to a small star with big heart , this family film sequel is plenty of fun for all . 	pos
the film meant well in its horse tale about freedom , but wasn't able to reach the heart because it was too overbearing . 	neg
taken as a whole , the tuxedo doesn't add up to a whole lot . 	neg
while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at . 	pos
a thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one's actions . 	pos
but even with the two-wrongs-make-a-right chemistry between jolie and burns . . . this otherwise appealing picture loses its soul to screenwriting for dummies conformity . 	pos
may not have generated many sparks , but with his affection for astoria and its people he has given his tale a warm glow . 	pos
while van wilder may not be the worst national lampoon film , it's far from being this generation's animal house . 	neg
a blessed gift to film geeks and historians . if the '70's were your idea of a good time at the movies , this will make you very happy . 	pos
a soggy , cliche-bound epic-horror yarn that ends up being even dumber than its title . 	neg
there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . 	pos
the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten . . . make that three minutes . 	neg
old-form moviemaking at its best . 	pos
so lazy and slipshod it confuses the mere flashing of kinky soft-core imagery with naughty fun . 	neg
an irresistible combination of a rousing good story set on a truly grand scale . 	pos
seldahl's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness . 	pos
topics that could make a sailor blush - but lots of laughs . 	pos
filmmakers who can deftly change moods are treasures and even marvels . so , too , is this comedy about mild culture clashing in today's new delhi . 	pos
a chaotic panorama that's too busy flying a lot of metaphoric flags . 	neg
the movie feels like it's going to be great , and it carries on feeling that way for a long time , but takeoff just never happens . 	neg
woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the " saving private ryan " battle scenes before realizing steven spielberg got it right the first time ? 	neg
the film apparently takes place in a fantasy world where people in hotel hallways recite poetry in voice-over instead of speaking to each other . 	neg
the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels . 	neg
by the time you reach the finale , you're likely wondering why you've been watching all this strutting and posturing . 	neg
surprisingly powerful and universal . 	pos
love may have been in the air onscreen , but i certainly wasn't feeling any of it . 	neg
 . . . tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope . 	pos
while the stoically delivered hokum of hart's war is never fun , it's still a worthy addition to the growing canon of post-saving private ryan tributes to the greatest generation . 	pos
as immaculate as stuart little 2 is , it could be a lot better if it were , well , more adventurous . 	neg
the movie straddles the fence between escapism and social commentary , and on both sides it falls short . 	neg
hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette's dialogue . 	pos
nothing about it fits . 	neg
j . lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she's a pretty woman , but she's no working girl . 	neg
the overall fabric is hypnotic , and mr . mattei fosters moments of spontaneous intimacy . 	pos
it's the type of film about growing up that we don't see often enough these days : realistic , urgent , and not sugarcoated in the least . 	pos
do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor . 	neg
some may choose to interpret the film's end as hopeful or optimistic but i think payne is after something darker . 	pos
leave it to rohmer , now 82 , to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago . 	pos
with or without the sex , a wonderful tale of love and destiny , told well by a master storyteller	pos
'divertida , enternecedora , universal y profundamente sincera , es una de las mejores comedias románticas en mucho tiempo . una verdadera delicia . '	pos
a sophomoric exploration of 'life problems' most people solved long ago -- or at least got tired of hearing people kvetch about . 	neg
little more than a frothy vanity project . 	neg
huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she'll crack . 	pos
an unencouraging threefold expansion on the former mtv series , accompanying the stunt-hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc . 	neg
i would have preferred a transfer down the hall to mr . holland's class for the music , or to robin williams's lecture so i could listen to a teacher with humor , passion , and verve . 	neg
feature debuter d . j . caruso directs a crack ensemble cast , bringing screenwriter tony gayton's narcotics noir to life . 	pos
a static and sugary little half-hour , after-school special about interfaith understanding , stretched out to 90 minutes . 	neg
one of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning . 	pos
an incendiary , deeply thought-provoking look at one of the most peculiar ( and peculiarly venomous ) bigotries in our increasingly frightening theocracy	pos
a meditation on faith and madness , frailty is blood-curdling stuff . 	pos
despite its shortcomings , girls can't swim represents an engaging and intimate first feature by a talented director to watch , and it's a worthy entry in the french coming-of-age genre . 	pos
for all of the contemporary post-colonialist consciousness that kapur tries to bring to the four feathers , the oddest thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear . 	neg
the film exudes the urbane sweetness that woody allen seems to have bitterly forsaken . 	pos
whenever you think you've figured out late marriage , it throws you for a loop . 	pos
a film that should be relegated to a dark video store corner is somehow making its way instead to theaters . it's hard to imagine acting that could be any flatter . 	neg
kinnear gives a tremendous performance . 	pos
the performances are uniformly good . 	pos
a swashbuckling tale of love , betrayal , revenge and above all , faith . 	pos
the whole is quite entertaining , but despite its virtues , there is an unsettled feeling to the film . 	pos
meyjes's movie , like max rothman's future , does not work . 	neg
there are no special effects , and no hollywood endings . 	pos
while its careful pace and seemingly opaque story may not satisfy every moviegoer's appetite , the film's final scene is soaringly , transparently moving . 	pos
this tale has been told and retold ; the races and rackets change , but the song remains the same . 	neg
loses its sense of humor in a vat of failed jokes , twitchy acting , and general boorishness . 	neg
alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise . 	pos
a solidly seaworthy chiller . 	pos
the movie is as padded as allen's jelly belly . 	neg
wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture . 	pos
an extremely funny , ultimately heartbreaking look at life in contemporary china . 	pos
uneven , self-conscious but often hilarious spoof . 	pos
there are flaws , but also stretches of impact and moments of awe ; we're wrapped up in the characters , how they make their choices , and why . 	pos
the movie has a script ( by paul pender ) made of wood , and it's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions . 	neg
visually captivating . 	pos
the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious . 	neg
gaghan . . . has thrown every suspenseful cliché in the book at this nonsensical story . 	neg
there's something fundamental missing from this story : something or someone to care about . 	neg
the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity . 	pos
a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda . 	neg
watching these two actors play against each other so intensely , but with restraint , is a treat . 	pos
 . . . contains very few laughs and even less surprises . 	neg
the respective charms of sandra bullock and hugh grant have worn threadbare . 	neg
'si bien no logra desarrollarse como un gran drama , tampoco es tan superficial como muchas cintas que pecan de pretenciosas y que resultan totalmente banales . '	pos
in its own way , joshua is as blasphemous and nonsensical as a luis buñuel film without the latter's attendant intelligence , poetry , passion , and genius . 	neg
a decent-enough nail-biter that stands a good chance of being the big hit franklin needs to stay afloat in hollywood . 	pos
berry's saucy , full-bodied performance gives this aging series a much needed kick , making " die another day " one of the most entertaining bonds in years	pos
like its two predecessors , 1983's koyaanisqatsi and 1988's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel-gazing film ever . 	pos
the humor isn't as sharp , the effects not as innovative , nor the story as imaginative as in the original . but it could have been worse . 	neg
audiences will find no mention of political prisoners or persecutions that might paint the castro regime in less than saintly tones . 	neg
a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole . 	neg
this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life . 	neg
it's also clear from the start that the transporter is running purely on adrenaline , and once the initial high wears off , the film's shortcomings start to shine through . 	neg
a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . 	pos
either a fascinating study of the relationship between mothers and their children or a disturbing story about sociopaths and their marks . 	pos
one of the most significant moviegoing pleasures of the year . 	pos
you live the mood rather than savour the story . 	pos
you might say tykwer has done all that heaven allows , if you wanted to make as anti-kieslowski a pun as possible . suffice to say its total promise is left slightly unfulfilled . 	neg
amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances . 	pos
as elegantly crafted as it often is , anderson's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame . 	neg
mr . clooney , mr . kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster . 	pos
cho's timing is priceless . 	pos
befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject	neg
somewhere in the middle , the film compels , as demme experiments he harvests a few movie moment gems , but the field of roughage dominates . 	neg
a perfectly pleasant if slightly pokey comedy . 	pos
young hanks and fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work . 	pos
not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense . 	pos
there's not much going on in this movie unless you simply decide to buy into the notion that something inexplicably strange once happened in point pleasant . 	neg
a sly female empowerment movie , although not in a way anyone would expect . 	pos
 . . . a well-observed and disturbing little movie	pos
in the name of an allegedly inspiring and easily marketable flick , the emperor's club turns a blind eye to the very history it pretends to teach . 	neg
more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent . 	pos
highlights are the terrific performances by christopher plummer , as the prime villain , and nathan lane as vincent crummles , the eccentric theater company manager . 	pos
a sexy , surprising romance . . . idemoto and kim make a gorgeous pair . . . their scenes brim with sexual possibility and emotional danger . 	pos
a heartening tale of small victories and enduring hope . 	pos
i am sorry that i was unable to get the full brunt of the comedy . 	neg
[e]ventually , every idea in this film is flushed down the latrine of heroism . 	neg
confusion is one of my least favourite emotions , especially when i have to put up with 146 minutes of it . 	neg
like kubrick , soderbergh isn't afraid to try any genre and to do it his own way . 	pos
the movie bounces all over the map . 	neg
for its seriousness , high literary aspirations and stunning acting , the film can only be applauded . 	pos
frenetic but not really funny . 	neg
i loved looking at this movie . i just didn't care as much for the story . 	neg
it's technically sumptuous but also almost wildly alive . 	pos
parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone . . . that ultimately dulls the human tragedy at the story's core . 	neg
big fat liar is little more than home alone raised to a new , self-deprecating level . 	neg
noyce's film is contemplative and mournfully reflective . 	pos
real women may have many agendas , but it also will win you over , in a big way . 	pos
a special kind of movie , this melancholic film noir reminded me a lot of memento . . . 	pos
i wish i could say " thank god it's friday " , but the truth of the matter is i was glad when it was over . 	neg
the date movie that franz kafka would have made . 	pos
if steven soderbergh's 'solaris' is a failure it is a glorious failure . 	pos
a rip-roaring comedy action fest that'll put hairs on your chest . 	pos
the plot has a number of holes , and at times it's simply baffling . 	neg
this long and relentlessly saccharine film is a clear case of preaching to the converted . 	neg
a film that is a portrait of grace in an imperfect world . 	pos
looks and feels like a low-budget hybrid of scarface or carlito's way . 	neg
an inventive , absorbing movie that's as hard to classify as it is hard to resist . 	pos
the best drug addition movies are usually depressing but rewarding . quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance . 	neg
did the film inform and educate me ? yes . did it move me to care about what happened in 1915 armenia ? no . and that is where ararat went astray . 	neg
there are a couple of things that elevate " glory " above most of its ilk , most notably the mere presence of duvall . 	pos
it winds up moving in many directions as it searches ( vainly , i think ) for something fresh to say . 	neg
whether writer-director anne fontaine's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting . 	pos
it's often faintly amusing , but the problems of the characters never become important to us , and the story never takes hold . 	neg
